days_since_last_login,subscription_age_months,monthly_watch_hours,customer_support_tickets,watchlist_size,avg_completion_rate,preferred_content_imdb,preferred_content_meta,has_no_watchlist,is_new_subscriber,churn
18,28,73.9963037000226,2,41,0.5913311799781,7.449673672827722,87.41324038506559,0,0,0
32,3,64.25214630938424,1,18,0.8396115731600042,8.159854435882373,67.49198337129,0,0,1
11,20,68.59516704807521,1,21,0.5070864560664702,9.000671813512396,84.91253512088544,0,0,0
12,31,70.92066736170302,4,24,0.12271361126343779,8.867701241241807,65.65780623048686,0,0,0
15,8,42.74933526689376,4,27,0.8260172692872216,8.863065757923009,71.25464456023093,0,0,0
37,30,5.604189134214265,3,18,0.3831369011284699,8.13186860694401,88.0507073021431,0,0,1
25,13,109.20160679824896,2,22,0.3533295722058275,7.904735041823886,78.07732974759016,0,0,0
11,6,86.37636736016157,2,45,0.7982895290227238,9.095721075875929,77.40110180238345,0,0,0
44,32,68.94057944389722,4,15,0.5749309981776699,8.036813693863783,83.27175288969286,0,0,1
13,23,45.1200979096084,4,38,0.2859788664025348,9.474193185994078,77.56015860494193,0,0,0
2,32,29.172076402667333,0,2,0.6834312586700398,8.867353734051402,73.40745639142544,0,0,0
16,1,15.998680042727333,1,7,0.2547213019543939,7.182081129323887,83.87187692837509,0,1,0
14,4,13.096616676289129,3,47,0.5528612503462101,7.7113532884050455,82.98799224875724,0,0,0
53,24,83.88628963804317,1,24,0.6752079440339503,7.733210079347392,88.42933170933902,0,0,1
6,18,52.913491639925105,4,46,0.9272588966520036,8.184134616245087,74.94792460080295,0,0,0
4,34,9.764230214229592,1,7,0.5948777605279584,8.157158790876663,73.81343795876683,0,0,0
25,3,31.495433224174906,3,33,0.9837074260317211,8.152327043499671,84.75712387470993,0,0,1
17,12,13.277794123281998,1,2,0.7425108400569382,6.555711738687594,80.45275671664491,0,0,0
16,7,56.89882299836432,2,18,0.8694766176053269,7.754937629504494,88.116927908137,0,0,0
19,13,70.77952600261317,4,26,0.9197224038728319,8.642832712446008,84.70850191815468,0,0,0
29,5,43.43476378491319,1,18,0.6675033109111645,8.601584483065244,81.90462621473382,0,0,1
54,30,62.40644185733301,1,14,0.22007470197088638,8.297223687754453,86.23003093557276,0,0,1
30,23,18.242915551330093,2,36,0.280641558622413,7.699965313779785,84.24682795563304,0,0,1
21,26,44.7416523751435,2,46,0.46313287212429965,9.132351372666555,71.23539581316349,0,0,1
16,6,94.88578010758589,2,46,0.3230860228555813,7.314623856218449,90.06223700795711,0,0,0
40,18,40.23777667536918,4,44,0.6291924665174495,8.76018375107213,76.88552490222219,0,0,1
16,30,49.39585759996112,3,2,0.7274496288613154,7.4170950099706445,82.82739100084345,0,0,0
6,35,113.87696813960768,3,21,0.804968184660443,7.836717259620559,81.31810668444798,0,0,0
26,22,34.34595630903653,4,8,0.5917514204905625,7.854303273403676,78.18958926886151,0,0,1
2,23,61.07719811172925,3,29,0.12204860344088712,9.035161155264145,64.72081114524838,0,0,0
9,17,18.420047376293354,2,29,0.19602932510209248,9.025757971009485,77.21901300852159,0,0,0
15,33,101.65202672184735,0,29,0.9647024963382792,8.365626395198868,81.62626252412791,0,0,0
24,8,17.261716177708756,3,9,0.4638174778963353,8.153522947067035,96.74322467241944,0,0,1
12,32,110.2728631686709,1,14,0.5546040001696058,7.789719721324746,84.44591836559363,0,0,0
27,9,15.6134174163058,0,21,0.17358312875398474,8.743835975154585,72.89515200233389,0,0,1
19,8,9.345218258503163,2,2,0.7887434717052613,8.133263086411134,69.757916359191,0,0,1
37,35,62.07393943257357,4,25,0.16839415568424862,8.319555182216982,76.65184530454596,0,0,1
28,25,41.570399621764345,0,0,0.30514164628774754,9.436866810069779,72.5402366458719,1,0,1
2,35,73.66039544300455,1,2,0.49844527010157436,9.654273184883444,71.93737673741427,0,0,0
32,33,65.46844887043224,1,27,0.48747640461598685,7.317797872694154,80.84921682204082,0,0,1
1,25,7.594918846114932,3,42,0.6292842738449023,9.309795906515399,66.61526345177326,0,0,0
4,28,47.66945774322931,3,23,0.5889704710269595,10.096785751929431,76.06109201121967,0,0,0
12,17,93.09744930155979,2,12,0.9089626493622226,8.22962861249992,84.73088872916371,0,0,0
9,8,103.20562619987355,0,16,0.8622719687863544,7.732372837303154,88.01783280091642,0,0,0
3,4,87.23937727894211,2,1,0.4843945408243089,9.274797285682245,73.70292409363753,0,0,0
19,10,40.016398800713496,3,30,0.6784996721319351,9.406079344275167,71.53427572122925,0,0,1
43,12,109.86302701694095,1,24,0.330413978668296,8.121676965527035,90.82352292466764,0,0,1
14,35,55.543394751468455,2,42,0.5182205216006486,9.008400787241557,79.83560394001648,0,0,0
5,6,77.58462428502123,1,34,0.4931656323536616,8.250088493456232,86.89054593063008,0,0,0
52,35,17.129475495012517,3,22,0.839892844540203,8.454736448175357,80.15928835082833,0,0,1
47,1,9.461937293822057,2,10,0.8481212245809483,8.457374726231453,80.11965909234252,0,1,1
14,31,21.329339825489736,3,23,0.22532216013469858,7.0237430038568895,87.48878949357578,0,0,0
23,19,24.626447233249817,4,8,0.8044264366697343,8.415115561059562,71.1977245086003,0,0,1
57,18,10.821584310943525,2,15,0.6165548794621094,7.620617031952427,82.59238586590325,0,0,1
36,13,95.47849288606965,2,9,0.5622499418898921,9.288784016080774,70.23577615307138,0,0,1
57,25,62.722591789798976,1,7,0.6039014786612069,8.442020503418144,65.3057113746512,0,0,1
14,8,51.85190635578882,2,34,0.1503337151154031,7.532879864018537,83.75455481812534,0,0,0
11,11,100.46736304476059,4,6,0.22191358311522175,9.045603832705998,72.20985310126507,0,0,0
23,27,70.5829979541099,1,23,0.7680442530270581,8.775485329580983,73.19819959477584,0,0,0
49,9,72.30913525844579,1,48,0.7225481027212199,7.659098809656638,83.4924917401234,0,0,1
57,13,93.15064136548712,0,3,0.4563435035763549,7.657807675196745,90.95291036308925,0,0,1
3,19,97.56427933676544,3,44,0.9665293213666234,8.332280648977703,79.42991058087516,0,0,0
18,15,60.66236583858147,0,36,0.9114247047583608,7.968966860317331,81.74800676314958,0,0,0
40,29,40.962028941267675,1,41,0.22445485606427296,9.555540097567565,63.331820791705894,0,0,1
52,30,67.17303898516225,3,15,0.9782668715162811,6.7874287066711965,83.93227157384713,0,0,1
4,1,32.6458749827533,1,25,0.9264151780078934,7.807136533918217,78.23030290301678,0,1,0
41,14,64.20399570191438,0,19,0.6336557662914347,8.618779529298434,68.40165052686928,0,0,1
22,5,13.292775686885046,3,32,0.6775609575687024,9.358699407951232,81.24249614946463,0,0,1
57,32,7.1122782481621005,3,19,0.41141491088035564,7.831251366624738,79.09762996837328,0,0,1
28,2,103.66841920111116,4,0,0.7961258131179406,8.022050674755054,72.63802014750095,1,1,1
39,15,76.9129453659868,2,46,0.22866478984067695,8.370486230565646,78.06774019985275,0,0,1
24,35,118.90809133007743,3,17,0.3250148042944942,9.321837822684376,75.1448926909427,0,0,0
2,6,95.78470233244698,0,29,0.11721606979355831,8.445210072625414,67.70747544662333,0,0,0
46,1,114.71586813475307,4,3,0.30577852495311647,9.330223407055234,81.70685498459092,0,1,1
22,3,78.01426580261372,2,43,0.1186822289115678,7.753829318504073,76.54605566924704,0,0,0
14,13,18.05717386752297,1,40,0.9124874091680578,7.475450228366471,80.75751451728061,0,0,0
36,4,95.85973326926997,4,7,0.6862304898894215,7.498676097347342,89.50924584080047,0,0,1
10,15,71.3026738443811,1,16,0.3174411487921867,8.37969052165026,87.86550780507537,0,0,0
16,12,97.51027888314307,2,29,0.9617032171342865,9.276562522688044,76.56542710048646,0,0,0
6,12,50.74624570684629,4,28,0.5349648564696927,9.344384827108337,72.11849637537502,0,0,0
33,17,106.45703431738798,4,46,0.11810954966776664,7.715073821161134,91.1836998091532,0,0,1
13,30,8.818357511007155,3,25,0.4572309485814364,8.897705142498317,68.6868361129195,0,0,0
37,1,28.67704073815893,3,34,0.869009574866863,8.860511800766222,81.85899710248894,0,1,1
17,14,109.98263114470618,2,45,0.26440514581570135,7.914701623915717,77.5943144360117,0,0,0
17,31,48.31996662848186,4,34,0.21560384628387225,9.393193706107645,72.8182358303782,0,0,0
15,15,54.89205112835308,4,23,0.20492476710012705,8.25568136108736,83.5287689563574,0,0,0
24,18,113.67776742676541,4,24,0.14839508049578504,7.230154147476396,86.59137203487231,0,0,0
31,20,23.30329465929043,3,10,0.47753333658083774,8.6022537900827,77.71198899607536,0,0,1
8,20,8.73595861936897,4,49,0.9995211047823221,7.246554797725179,92.81398121685307,0,0,0
20,19,81.06861361221996,4,3,0.5483788476055168,8.075012200799147,72.42169375499259,0,0,0
23,27,49.82232955404659,3,7,0.21596384080022935,9.453789405379991,72.11360897058155,0,0,1
2,18,73.93803106075241,2,17,0.4448938293525265,8.653297242078978,66.75290135411291,0,0,0
30,8,114.23035863093206,0,11,0.7501361568695186,8.177616562915409,73.86758185855585,0,0,0
55,31,40.24329882492434,0,41,0.3537271386142562,8.227170714417323,71.47751757864184,0,0,1
15,15,115.5629112588357,1,35,0.3097655307017515,8.28164830242975,90.25240392447942,0,0,0
31,11,100.02919325927148,1,3,0.41779260004455054,8.926284422998313,80.92266023796952,0,0,1
2,9,81.40873545815795,4,32,0.8519862020893367,8.499265137353582,90.98424897302921,0,0,0
11,22,82.19614490135024,4,43,0.1731066713260054,8.102611850509128,88.57716648690567,0,0,0
31,32,48.399576872099274,1,24,0.14179028993453108,7.722624960635624,77.7003754710357,0,0,1
5,10,34.29610134372267,2,20,0.18702510380881043,8.313923800898671,78.91159741377722,0,0,0
2,31,16.00884129560569,2,30,0.9623062080274903,8.97677393159934,72.72034719165123,0,0,0
5,34,76.3926537085405,1,12,0.28821771197066276,6.890349775235035,87.57302757797042,0,0,0
24,31,70.70329557177179,4,23,0.8870275929552782,8.975883068907164,76.61903681543878,0,0,1
15,8,112.54323582331143,4,49,0.4512591177968228,8.955171309972478,70.4139366138327,0,0,0
8,26,56.76340054460327,1,16,0.1928092261672682,8.994085128833996,74.19363510184806,0,0,0
41,17,18.09141524980916,2,38,0.6173015988379736,8.767964849935751,71.04862258320108,0,0,1
14,23,64.89593990296973,4,15,0.7725880991236428,8.970373167051523,88.35492593508684,0,0,0
46,15,93.6295766374269,2,19,0.15976481811444765,8.435065206768705,83.87198372240015,0,0,1
9,22,31.745328539535286,0,27,0.7325797996450912,8.1487934851696,78.81954164890186,0,0,0
5,21,51.26851985229327,2,24,0.16239549734898828,8.473031488365226,86.99544106094119,0,0,0
8,29,49.33865990615109,4,13,0.8704009674038375,8.176730725829165,86.08620227178191,0,0,0
36,30,42.742166665070826,0,17,0.4342798016857412,9.186549970769436,78.41107891233403,0,0,1
13,25,25.659890064864317,0,27,0.33757796773884696,9.609046009084784,71.48109688870281,0,0,0
11,8,30.266280895011047,3,9,0.3308167549150894,8.484627398710938,77.3071631347519,0,0,0
58,12,116.50488858753097,2,18,0.5616121745324778,7.908607154823671,81.26683408254588,0,0,1
24,2,32.52753117933533,1,42,0.3260728041440205,8.392248649064891,71.99563021872513,0,1,1
12,31,29.753039357609676,0,44,0.15062202488365525,8.814717828784055,68.20892826455513,0,0,0
25,14,55.531573814862,0,49,0.9487682539702368,8.558094434229453,72.3427185113768,0,0,1
55,8,105.26076958190893,4,31,0.5483761448078251,9.663771585050357,76.18161834837016,0,0,1
31,12,91.06149584429127,0,2,0.39214791828725015,8.25361180893728,89.35789538994693,0,0,1
20,29,69.29181776885925,4,2,0.29810019331427784,8.172850568532125,66.64545621406201,0,0,0
23,13,88.02186116430313,3,46,0.5404388040736032,9.597427674349104,71.66725034132972,0,0,0
3,19,61.05880107835701,4,49,0.6754477793086882,7.702107364515709,77.78864205976376,0,0,0
45,3,42.29787839542457,1,26,0.6348176445777375,9.611631592743102,78.58657580679387,0,0,1
54,15,91.17990207213329,2,8,0.47419759317098975,9.470850381470997,62.3467261822655,0,0,1
34,13,71.67761469418156,3,41,0.4287051336311938,9.531242854239798,74.8979122973159,0,0,1
47,35,13.832350556158476,2,19,0.5955970414967664,9.37953703247795,72.31872630659464,0,0,1
58,28,28.78405771034057,2,34,0.48471987535002015,9.445130564523033,77.82052648164047,0,0,1
44,1,119.09060150831431,0,22,0.17881801607455727,9.089933419505773,79.23842030554198,0,1,1
7,14,67.75503641349798,1,13,0.3627200561480266,7.741744810826509,91.32400914620226,0,0,0
39,22,56.234548666713536,2,27,0.8770884200104461,7.904767115131397,77.54187413920448,0,0,1
24,14,95.77862244441135,1,32,0.34663743073384823,7.679227000345309,88.76366195626167,0,0,0
56,35,20.375000255935163,1,12,0.5007466222882341,8.483236421171679,82.7406741659722,0,0,1
28,12,105.40751691788617,4,7,0.3667218521619595,8.767012689554596,76.25327777667327,0,0,1
2,30,27.68290660920693,1,15,0.7084837307481191,8.14331409597308,82.24423856688284,0,0,0
3,22,11.487331588116529,3,29,0.29110519961044856,7.568291153593769,80.67135123214871,0,0,0
7,9,76.67928458516916,1,32,0.1572025152574213,7.246832512996986,77.01896687959665,0,0,0
36,33,68.74880954913965,4,16,0.3645541909152078,7.8710461228101725,85.87350630832674,0,0,1
33,1,60.24255941463078,0,10,0.6347176438169216,7.970461099279476,82.56793246584193,0,1,1
20,20,110.19617280368094,0,49,0.2090399151348869,8.622441717278447,67.50181165068793,0,0,0
47,14,38.866803886534434,0,2,0.9110422094418901,8.894901466608836,78.95850857322424,0,0,1
29,19,51.571387548261676,0,44,0.14946967615583986,8.403106737990516,74.74678100732892,0,0,1
6,19,17.59047209793431,0,11,0.6832272862496928,9.211391390417003,69.18674494040512,0,0,0
41,33,7.078666815784899,4,47,0.7718422646062217,8.281688064622161,85.06390463468249,0,0,1
21,24,95.76867755676385,4,35,0.6689949379785541,8.094929497509838,70.09729950885337,0,0,0
14,11,114.15807971580251,4,17,0.42618819035424627,8.901027308012823,77.26194358121784,0,0,0
21,2,112.75014964857222,0,0,0.3749718795922212,8.248316696913063,63.23554703523759,1,1,0
58,1,7.084264720258919,0,42,0.16214131568313978,10.110396545514988,68.44016487112918,0,1,1
9,12,90.06898818983717,0,44,0.985699287132848,8.37436674146472,90.16171015608751,0,0,0
4,24,84.92156530896972,1,41,0.9912566535264471,8.014559271437044,80.77786467855174,0,0,0
26,33,32.58552296693364,3,33,0.41314727042394994,8.60768784473472,81.3883976539433,0,0,1
11,12,110.45052800678619,3,47,0.5839229157318744,8.363123090077854,86.24471803129636,0,0,0
48,26,67.16355766972629,0,33,0.9505153848236446,7.562909471460926,83.94601651737118,0,0,1
12,26,98.91535296818671,0,27,0.5548287308553367,8.65222727519708,76.85838802459556,0,0,0
20,19,77.9490700667885,4,41,0.1943272584978149,7.5873928610637,73.84914166685432,0,0,0
3,24,29.02565252576642,1,26,0.3657615295770449,8.241418830254695,80.7534780695211,0,0,0
20,25,83.0967667016163,2,40,0.5485979790361516,8.83868415382381,69.69357899335868,0,0,0
5,1,42.20254541481948,1,49,0.6663689254096625,8.738826548679448,71.82421701072624,0,1,0
14,16,40.5824714101011,3,45,0.16159663831836352,8.30400200214663,80.25197707667583,0,0,0
38,13,17.72264974984883,3,44,0.21473979609878419,8.443487481924796,80.7768122087718,0,0,1
55,7,60.31188233690423,2,23,0.19372362212825872,9.167130458588364,69.03310897208071,0,0,1
43,9,118.17367164001729,0,12,0.796826032930604,7.608811454589512,93.53901727212089,0,0,1
51,21,37.87928076250341,0,11,0.927033880275599,8.218781351679185,78.93177321970163,0,0,1
11,6,116.42860567504349,1,35,0.5654187028095743,7.83770887130623,77.87535966707117,0,0,0
55,29,33.78913074885939,1,38,0.9414037418990577,9.190593097401196,75.34309355207914,0,0,1
1,34,46.28508832911533,2,1,0.44925262683486133,8.477591189235577,78.91247169570289,0,0,0
40,1,28.421720843858758,1,12,0.8834742696424458,8.074439421909478,94.0960063598089,0,1,1
10,7,10.898792632839793,3,36,0.7547763072025855,8.768727448469212,82.21980116653408,0,0,0
57,19,105.36669155010472,4,35,0.18688102317589672,7.857399973989442,72.51866278245559,0,0,1
44,28,59.04361910895844,4,5,0.43314283022989997,9.036618812286774,73.63585543671563,0,0,1
46,23,110.89681650099782,2,39,0.6471049544148328,8.498582213774405,79.54800357849125,0,0,1
57,28,24.76257535261587,2,1,0.5769923706337768,9.079384892280315,78.5877260333206,0,0,1
40,19,77.43532602106558,4,18,0.9733946939956877,8.63618093796588,71.25702281665377,0,0,1
27,27,84.10667263619024,4,8,0.598803862718815,8.075071717259547,68.46845909385829,0,0,1
28,11,34.88907261292577,0,46,0.9257372588187912,8.66851059810966,64.8214436297949,0,0,1
54,3,26.887359224192796,1,22,0.4406287811372822,7.8244407625755725,70.85535554405654,0,0,1
9,19,115.121816734639,3,8,0.855821445997984,9.082302962946802,68.90167830653942,0,0,0
47,26,22.41220105264978,1,6,0.7365054955018809,8.551734132259016,68.23253787007609,0,0,1
12,33,93.93882049495872,0,7,0.3529447751502003,8.591902797557374,68.34965330479821,0,0,0
43,26,108.21965224711342,0,19,0.7401392422394077,9.704430688946474,76.80384674507583,0,0,1
38,17,109.197576853932,3,23,0.7523708493835154,9.505938259447264,71.24544408722574,0,0,1
10,25,71.14378530711187,4,32,0.9304814714620548,9.032438817928842,81.49929857803754,0,0,0
17,23,61.7886146525468,0,26,0.8598238321652365,8.378799758731603,76.05237921947229,0,0,0
5,32,78.78166334299034,1,47,0.16455856403341756,7.395669248022147,92.4481721277877,0,0,0
22,25,22.829785923690583,4,21,0.6317499345121097,8.564034067105284,79.44475298483682,0,0,1
17,19,32.40877922221965,2,36,0.5749858588028028,7.991359896528525,83.22979698059385,0,0,0
30,29,76.87223851087101,4,29,0.8529083319630996,6.97463214027572,86.50471130723038,0,0,1
48,25,14.635961843050087,2,11,0.7862806339979813,7.014593983430421,85.85347408017772,0,0,1
37,15,31.478309369205043,2,9,0.3311954628811433,7.526452351306449,83.81786667794327,0,0,1
10,18,78.24376650729548,2,46,0.1645406999628859,7.958280903889525,69.97064966751906,0,0,0
29,26,28.951932642657766,3,11,0.27056713891363915,8.61103831985743,70.25677648742341,0,0,1
45,2,7.806089879001872,1,33,0.11914246976534842,7.841141994637712,88.32740187532676,0,1,1
4,9,40.51226166520576,1,3,0.3393979237833922,9.131058645741014,64.35634988625077,0,0,0
16,13,76.14018324580299,3,21,0.22169558234156928,7.317167598238396,91.14583182450473,0,0,0
37,32,109.45057688616518,2,1,0.5778411249854227,9.782517381962734,64.30044390698379,0,0,1
44,16,69.10436711539677,0,11,0.6857094887622117,7.014423824441058,88.40757043149871,0,0,1
9,6,36.9040745021126,4,1,0.8522047637691411,8.52934282160637,80.66403267862285,0,0,0
59,10,117.47710906695578,2,48,0.281227403922377,7.445483144167647,80.44781973786516,0,0,1
53,35,6.810434994502853,1,48,0.786072362050864,8.335705650943746,93.10024553464824,0,0,1
39,33,88.1183977412415,4,5,0.9253691015228319,7.266891639478149,94.89504506701047,0,0,1
48,20,30.325909658391236,3,32,0.7638091741835441,8.543344385838315,74.13860844238285,0,0,1
8,9,38.627734646688516,0,1,0.7946046451615131,8.564160293034185,80.47462805794821,0,0,0
15,18,89.23160416138033,2,19,0.21518938768022777,8.670799639896417,78.63360498885763,0,0,0
53,29,31.02165384390898,2,47,0.805150072760731,9.243515511066454,81.57391023097077,0,0,1
59,31,73.5031797785759,0,38,0.9456117301226491,9.052794620917938,81.44556554164144,0,0,1
14,34,20.39026174496471,1,10,0.34439234267011815,8.364866224909514,72.9314392400206,0,0,0
12,23,14.97609308265888,0,44,0.15138528445889554,7.97740668733006,93.07765130681412,0,0,0
15,29,62.44805854853719,0,32,0.5125271314836756,8.53718453300731,74.16203506670068,0,0,0
46,12,52.20701631696378,2,16,0.29960378037308677,8.234131640341182,69.70926377051669,0,0,1
54,5,15.166945687049356,2,16,0.22061370560557667,9.54452258694224,78.38912584240057,0,0,1
18,6,52.5544009833453,1,12,0.9600845205398404,8.732922178953869,76.06054580510143,0,0,0
38,14,110.2345833361786,2,29,0.5416249113342856,8.569872778707222,81.18443069322956,0,0,1
40,10,42.5813911736444,0,7,0.8438959667723178,8.738645533202138,74.46686187138326,0,0,1
31,34,106.83933601234762,2,11,0.25373233567558967,8.495996928531339,68.92760136646294,0,0,1
35,26,30.65535212121592,0,17,0.4883573078628781,8.846188395819963,66.17688936332098,0,0,1
4,17,111.73171108362546,4,6,0.4759002962352953,7.93333638189166,78.4649592080867,0,0,0
53,31,99.02001289762865,0,2,0.5684104829254447,7.665686414056705,90.50210218844074,0,0,1
49,17,103.0429534432866,4,18,0.5966894227790671,7.602092189948667,89.83636403141041,0,0,1
49,13,12.303860402850155,0,34,0.22046690692056986,8.971228459003758,83.55764803254715,0,0,1
8,32,19.687050618052005,3,37,0.24337361855708228,7.458982808400343,77.1275505875343,0,0,0
47,31,89.41342269777023,1,31,0.9363316582065063,9.919871519963934,76.30035303173719,0,0,1
11,13,66.24778474343238,0,5,0.4029438503745285,7.499015660551808,86.8012554731768,0,0,0
15,14,44.57053605268584,1,17,0.4965983950818642,7.807613510308724,88.23925565732578,0,0,0
43,20,76.2654356229328,2,20,0.5791786140476954,6.918583758078652,77.86679632632135,0,0,1
39,4,25.077832893426436,1,41,0.7406001504918546,7.892282176272689,87.44585861767199,0,0,1
31,21,107.6503027250769,1,34,0.7092790770799257,8.343710736873886,73.96899154283462,0,0,1
12,9,51.90730497833721,1,10,0.22273329472080927,9.208419354816126,76.97382457388466,0,0,0
15,11,89.78021071070005,3,10,0.5245288902020886,8.84435311952238,75.15764951901438,0,0,0
38,17,62.27464520153993,2,49,0.1833629347462305,7.958270163304316,83.9483043853171,0,0,1
11,21,102.10106451505584,4,25,0.21447978641870463,8.605201696570605,76.76916665890774,0,0,0
49,18,77.21425606885312,1,29,0.7492798605958585,8.619307116409082,71.74949433154887,0,0,1
59,7,84.02403312138307,2,46,0.12742493746023476,7.62089539975461,87.50931718508943,0,0,1
47,15,98.98401580718443,2,8,0.49454648202768525,8.782670730861042,85.69890129495978,0,0,1
6,19,27.115638043867158,3,1,0.6576543342504301,8.8804894735895,86.66758082673263,0,0,0
7,26,65.21406292255034,3,30,0.523855052895263,7.097375404613345,82.82105157030851,0,0,0
58,30,16.528239828130815,0,24,0.6955468143795609,7.233665474061552,84.72177884643978,0,0,1
44,10,110.86162678679379,1,5,0.5975333881465142,7.7469402422153335,91.52325502964068,0,0,1
55,34,49.43012463255628,0,14,0.9004518245159598,9.30543112018592,73.34742460051503,0,0,1
7,17,115.7401693845924,0,6,0.527007861860071,9.094250393130599,77.33436172537895,0,0,0
25,29,55.1882538539032,4,37,0.18489468366193929,8.17193831225732,85.94974242277472,0,0,1
13,29,44.654024890809524,3,46,0.3675584838531939,7.565429317460451,75.85925752277451,0,0,0
6,25,56.219450487455305,4,15,0.8796631923839632,7.651101300227856,77.11648242733766,0,0,0
17,14,73.5710360254361,2,43,0.20851019719955094,8.911066885816858,71.60625689168262,0,0,0
43,9,22.705772446647945,4,15,0.7950408011537552,8.753648918213276,75.81954243732471,0,0,1
13,11,102.03183005853876,4,25,0.8868766007233726,8.551973843730128,76.9782202878486,0,0,0
26,21,55.43192618180508,1,42,0.139948994953769,9.21466241196408,71.09081084041489,0,0,1
24,17,108.4149412763393,1,0,0.4997037218466991,7.903980465340193,91.2113802877022,1,0,0
15,17,89.43619713639958,1,46,0.8990856386661973,7.312226736046466,86.48795367811958,0,0,0
15,1,32.5941239282176,3,17,0.46404195800671844,9.7092419937679,72.03911158399495,0,1,0
34,1,10.164799384495822,4,6,0.43455165976210897,9.509801502256819,70.99788217130647,0,1,1
16,4,113.60711844138645,4,13,0.36383295723491194,7.9651104139658,82.82343467131359,0,0,0
1,18,115.3530969750619,0,12,0.643422770959378,7.511192891067548,82.9581894443797,0,0,0
11,7,13.269272491391245,0,18,0.8331086909021524,7.447956182203813,79.8710465311019,0,0,0
36,25,73.72551695723295,3,9,0.9389161898025875,8.176461332643916,87.1070032349588,0,0,1
9,5,104.13875639630866,1,8,0.598441096570353,6.892986825945925,83.53852073895865,0,0,0
58,35,107.16642231549834,3,17,0.8440366237673387,8.746348927997886,76.23858462905139,0,0,1
44,14,89.04441097278392,1,20,0.33087705619982305,7.24480024135199,85.83527758694052,0,0,1
11,26,39.0014795162362,2,37,0.5708917494737874,7.463037826635202,75.37361232741966,0,0,0
51,15,27.672724555880894,4,21,0.27510249086677085,8.995201171958135,68.44980947454275,0,0,1
49,19,114.97356637403655,2,48,0.15618819455000232,7.305021103723993,82.82496194996882,0,0,1
35,20,36.627848836096746,0,18,0.8713872456489242,8.69308128843103,80.5638655899503,0,0,1
1,22,25.802568658573307,2,17,0.8294213954939195,9.269157857982252,69.39377444278547,0,0,0
52,32,102.25174514635872,1,26,0.32981801520601134,8.5917211850809,79.59895175370093,0,0,1
40,9,51.737901706012146,4,12,0.683814658021628,8.925147655091521,78.0455803412096,0,0,1
27,6,64.82667545796292,3,35,0.17260279065205963,9.404974629279357,79.51144687464576,0,0,1
52,29,26.095000834608836,4,20,0.24041677639819287,8.93952064610007,79.05257642403264,0,0,1
52,30,68.38339562038279,3,8,0.8552623554822687,8.023433973315585,72.49251318239563,0,0,1
56,13,66.75586116040621,0,45,0.14454716814429996,7.9489605326299015,84.4436619735998,0,0,1
34,20,11.350589885448274,1,31,0.25074198018469696,6.948893366959994,80.68592156830245,0,0,1
17,30,28.666353353783496,2,20,0.5920095384075805,8.869943616419564,78.98059107455565,0,0,0
50,20,67.81847401504785,1,11,0.36720610684123867,7.857271837221677,83.9038711936292,0,0,1
40,12,9.86936205882414,1,46,0.5076199632408497,8.710425121168287,67.65992896308312,0,0,1
29,29,39.31305956384915,1,46,0.7124493718672418,8.159847800664554,78.36228664140073,0,0,1
3,11,86.97728952400982,3,3,0.31050723832498317,9.025805341363128,72.17231358120914,0,0,0
23,32,102.8823345739879,2,19,0.6091704555519603,7.369148464871871,83.15015739582041,0,0,0
27,13,19.99060995497554,4,3,0.854747998780566,8.506608485245257,78.97168039938964,0,0,1
48,2,22.611617509654963,2,45,0.6402262690896248,8.24375198370703,86.8042332715574,0,1,1
7,35,96.96756006615276,3,24,0.5624656611189381,8.821466122607207,80.72338060051067,0,0,0
47,33,27.452943596775118,4,47,0.35269512619677024,7.820990032235011,82.31364091451091,0,0,1
20,25,53.466064781613454,1,37,0.35203359659544053,8.582388883599686,77.75293426917888,0,0,0
54,1,14.521846811389544,3,25,0.16142473481868244,7.687497048314812,89.03796085215131,0,1,1
33,12,63.513618836457404,4,7,0.6680247633975366,8.806500945938954,81.26767038578659,0,0,1
17,24,109.74502043892625,1,31,0.5354741969778802,8.614071058860668,70.35769189159828,0,0,0
11,17,86.80432456609475,2,32,0.6453639773029103,7.9057935061630085,85.98522323089537,0,0,0
1,30,35.99386416361135,3,20,0.725176863004355,9.031603146049562,67.16431096769877,0,0,0
24,25,47.696155858120285,1,7,0.7529213516051465,8.687573472102574,69.3560395927377,0,0,1
53,2,83.68679804889804,3,6,0.6489969920043588,7.615914529328229,84.87782316920347,0,1,1
8,20,88.7932575664434,2,29,0.20228143482704747,9.093927944068868,77.09869392351435,0,0,0
22,33,65.18995480805214,4,33,0.46358008869389344,9.519271242256146,75.04909064355022,0,0,1
20,26,27.444149480144798,1,12,0.767477306652438,6.137622140044452,75.65538268164903,0,0,1
19,23,13.404379633106723,1,25,0.11277104445619046,8.06757071772766,86.79693969654579,0,0,1
19,25,91.2338920981509,2,8,0.6149106673499857,8.51390296485328,70.04993598959462,0,0,0
57,26,105.0046994845994,3,38,0.9390904824059898,8.360864963163317,78.80978309777689,0,0,1
56,9,55.6499756254453,1,28,0.7756021128534893,9.046091999300343,81.62439285872476,0,0,1
52,2,94.58562030126433,1,21,0.612353244655472,9.054951949307636,76.58239740191098,0,1,1
29,4,82.78903166891511,3,27,0.3107660021339371,8.352000596592749,69.34559402903298,0,0,1
